Unit Name,Lease Start,Lease End,Previous Lease Start,Previous Lease End,Previous Rent,Rent,Percent Difference,Dollar Difference,Status,Term,Tenant Transfer,Term_Days,Is_Month_To_Month,row_id,tenant_id,current_past_due,current_late_count,ever_conditions_applied,ever_overridden,screening_count,avg_satisfaction,resolved_rate,timely_rate,survey_count,work_order_count,avg_work_order_amount,resident_requested_count,Unit Type,bedrooms,bathrooms,sqft
1208,2022-03-10,2022-05-07,2022-02-01,2022-05-07,0.0,1650.0,,1650.0,Renewed,1 mo 28 day,Yes,58.0,False,108,T0055,,,True,True,3.0,,,,,20.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1504,2022-03-27,2022-09-26,2021-09-27,2022-03-26,0.0,1830.0,,1830.0,Renewed,6 month,No,180.0,False,109,T0074,,,True,True,3.0,,,,,3.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1405,2022-04-01,2023-03-26,2021-03-27,2022-03-26,0.0,2195.0,,2195.0,Renewed,11 mo 26 day,No,356.0,False,110,T0044,,,True,True,4.0,4.875,1.0,0.875,8.0,28.0,0.0,0.0,Unit Type 14,2.0,1.0,926.0
1505,2022-04-01,2023-03-26,2021-03-27,2022-03-26,1670.0,1690.0,1.2,20.0,Renewed,11 mo 26 day,No,356.0,False,111,T0045,11.47,0.0,True,True,3.0,5.0,1.0,1.0,4.0,21.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2105,2022-04-01,2023-03-26,2021-03-27,2022-03-26,0.0,1750.0,,1750.0,Renewed,11 mo 26 day,No,356.0,False,112,T0047,,,True,True,3.0,,,,,7.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1606,2022-05-01,2022-05-26,2020-05-18,2022-04-26,1800.0,2000.0,11.11,200.0,Renewed,26 day,No,26.0,False,113,T0080,,,True,True,3.0,,,,,16.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1704,2022-05-01,2023-04-26,2021-05-08,2022-04-26,1830.0,1850.0,1.09,20.0,Renewed,11 mo 26 day,No,356.0,False,114,T0081,,,True,False,3.0,,,,,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1906,2022-05-01,2022-10-26,2021-04-27,2022-04-26,0.0,1930.0,,1930.0,Renewed,5 mo 26 day,No,176.0,False,115,T0050,,,True,True,3.0,,,,,16.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1907,2022-05-01,2023-04-26,2021-04-27,2022-04-26,0.0,1355.0,,1355.0,Renewed,11 mo 26 day,No,356.0,False,116,T0011,0.0,0.0,True,True,3.0,,,,,21.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2007,2022-05-01,2023-04-26,2021-05-01,2022-04-26,1260.0,1265.0,0.4,5.0,Renewed,11 mo 26 day,No,356.0,False,117,T0051,7.3,2.0,True,True,3.0,,,,,4.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2107,2022-05-01,2023-04-26,2021-03-26,2022-04-26,1280.0,1285.0,0.39,5.0,Renewed,11 mo 26 day,No,356.0,False,118,T0082,,,True,True,3.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2402,2022-05-01,2023-04-26,2021-04-01,2022-04-26,1300.0,1305.0,0.38,5.0,Renewed,11 mo 26 day,No,356.0,False,119,T0083,,,False,False,3.0,,,,,4.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2505,2022-05-01,2023-04-26,2021-04-27,2022-04-26,0.0,1835.0,,1835.0,Renewed,11 mo 26 day,No,356.0,False,120,T0053,,,True,True,2.0,,,,,7.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1507,2022-06-01,2023-05-26,2021-04-13,2022-05-26,1495.0,1500.0,0.33,5.0,Renewed,11 mo 26 day,No,356.0,False,121,T0084,,,True,True,3.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1603,2022-06-01,2023-05-26,,,,1910.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,122,T0085,,,True,True,3.0,4.615384615384615,0.8461538461538461,1.0,13.0,23.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1604,2022-06-01,2023-05-26,2021-05-15,2022-05-26,1830.0,1840.0,0.55,10.0,Renewed,11 mo 26 day,No,356.0,False,123,T0086,,,False,False,3.0,,,,,10.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1702,2022-06-01,2023-05-26,2021-05-22,2022-05-26,1260.0,1270.0,0.79,10.0,Renewed,11 mo 26 day,No,356.0,False,124,T0087,,,True,True,3.0,5.0,1.0,1.0,4.0,10.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1903,2022-06-01,2023-05-26,2021-05-27,2022-05-26,0.0,2060.0,,2060.0,Renewed,11 mo 26 day,No,356.0,False,125,T0015,0.0,2.0,False,False,3.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1904,2022-06-01,2023-05-26,2021-11-22,2022-05-26,1860.0,1865.0,0.27,5.0,Renewed,11 mo 26 day,No,356.0,False,126,T0088,,,False,False,3.0,,,,,9.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2002,2022-06-01,2023-05-26,2021-05-27,2022-05-26,0.0,1510.0,,1510.0,Renewed,11 mo 26 day,No,356.0,False,127,T0056,,,True,True,3.0,,,,,1.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2404,2022-06-01,2023-05-26,2021-05-27,2022-05-26,0.0,1750.0,,1750.0,Renewed,11 mo 26 day,No,356.0,False,128,T0058,9.12,0.0,True,True,3.0,5.0,1.0,1.0,1.0,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1701,2022-07-01,2023-07-26,2021-07-01,2022-06-26,1270.0,1285.0,1.18,15.0,Renewed,12 mo 26 day,No,386.0,False,129,T0063,,,True,True,3.0,,,,,9.0,12.777777777777779,0.0,Unit Type 1,1.0,1.0,580.0
1805,2022-07-01,2023-06-26,2021-07-09,2022-06-26,1830.0,1860.0,1.64,30.0,Renewed,11 mo 26 day,No,356.0,False,130,T0089,0.0,0.0,True,True,3.0,,,,,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1807,2022-07-01,2022-12-26,2021-09-07,2022-06-30,1260.0,1270.0,0.79,10.0,Renewed,5 mo 26 day,No,176.0,False,131,T0072,,,True,True,3.0,,,,,1.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1901,2022-07-01,2023-06-26,,,,1330.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,132,T0090,,,True,True,1.0,,,,,8.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
2001,2022-07-01,2023-06-26,,,,1320.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,133,T0060,,,True,True,3.0,5.0,1.0,1.0,3.0,11.0,63.54545454545455,0.0,Unit Type 1,1.0,1.0,580.0
2006,2022-07-01,2023-06-26,2021-05-01,2022-06-26,1950.0,1975.0,1.28,25.0,Renewed,11 mo 26 day,No,356.0,False,134,T0054,,,True,True,3.0,,,,,17.0,52.294117647058826,0.0,Unit Type 13,2.0,1.0,925.0
2102,2022-07-01,2023-06-26,2021-06-28,2022-06-26,1280.0,1300.0,1.56,20.0,Renewed,11 mo 26 day,No,356.0,False,135,T0091,,,True,False,3.0,,,,,2.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2304,2022-07-01,2023-06-26,,,,1735.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,136,T0061,,,True,True,3.0,,,,,10.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2401,2022-07-01,2023-06-26,2021-04-09,2022-06-26,1395.0,1400.0,0.36,5.0,Renewed,11 mo 26 day,No,356.0,False,137,T0020,,,True,True,2.0,5.0,1.0,1.0,1.0,19.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
2507,2022-07-01,2023-06-26,,,,1350.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,138,T0092,,,False,True,3.0,,,,,11.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1122,2022-07-01,2023-06-26,2021-11-05,2022-06-30,0.0,1310.0,,1310.0,Renewed,11 mo 26 day,No,356.0,False,139,T0093,,,False,False,3.0,,,,,21.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
2205,2022-07-27,2023-07-31,2021-08-01,2022-07-26,1850.0,1850.0,0.0,0.0,Renewed,12 mo 5 day,No,365.0,False,140,T0094,,,True,False,4.0,,,,,24.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1506,2022-08-01,2022-10-31,2021-07-03,2022-07-26,1950.0,2100.0,7.69,150.0,Renewed,3 month,No,90.0,False,141,T0095,,,True,False,3.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1601,2022-08-01,2023-07-26,2021-07-19,2022-07-26,1310.0,1338.0,2.14,28.0,Renewed,11 mo 26 day,No,356.0,False,142,T0096,,,True,False,3.0,5.0,1.0,1.0,1.0,7.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
2004,2022-08-01,2023-07-26,2021-08-13,2022-07-29,0.0,1845.0,,1845.0,Renewed,11 mo 26 day,No,356.0,False,143,T0097,,,True,True,4.0,4.5,1.0,1.0,2.0,17.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2301,2022-08-01,2023-07-26,,,,1380.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,144,T0098,,,False,False,3.0,5.0,1.0,1.0,1.0,10.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
2306,2022-08-01,2022-08-26,2022-05-01,2022-07-26,1950.0,2100.0,7.69,150.0,Renewed,26 day,No,26.0,False,145,T0012,,,False,False,2.0,4.5,0.875,0.75,8.0,20.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2506,2022-08-01,2023-07-26,,,,2165.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,146,T0025,,,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2506,2022-08-19,2026-08-26,2021-08-12,2022-08-26,1870.0,2445.0,30.75,575.0,Renewed,48 mo 8 day,Yes,1448.0,False,147,T0099,10.88,0.0,True,False,2.0,,,,,6.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2306,2022-08-27,2022-09-26,2022-08-01,2022-08-26,2100.0,2100.0,0.0,0.0,Renewed,1 month,No,30.0,False,148,T0012,,,False,False,2.0,4.5,0.875,0.75,8.0,21.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1402,2022-09-01,2023-08-31,2021-09-01,2022-08-31,1875.0,1880.0,0.27,5.0,Renewed,12 month,No,360.0,False,149,T0032,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 9,2.0,1.0,775.0
1406,2022-09-01,2023-08-26,2021-08-27,2022-08-26,0.0,2305.0,,2305.0,Renewed,11 mo 26 day,No,356.0,False,150,T0030,11.48,0.0,True,True,3.0,5.0,1.0,1.0,1.0,38.0,0.0,0.0,Unit Type 16,2.0,1.0,976.0
1706,2022-09-01,2023-08-26,2021-09-01,2022-08-31,1950.0,2000.0,2.56,50.0,Renewed,11 mo 26 day,No,356.0,False,151,T0100,,,True,True,3.0,,,,,11.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1801,2022-09-01,2023-08-26,,,,1350.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,152,T0069,,,False,True,3.0,,,,,8.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1804,2022-09-01,2023-08-26,2021-08-27,2022-08-26,0.0,1850.0,,1850.0,Renewed,11 mo 26 day,No,356.0,False,153,T0031,11.47,0.0,False,False,3.0,5.0,1.0,1.0,2.0,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2005,2022-09-01,2022-12-31,2021-06-14,,1900.0,1900.0,0.0,0.0,Renewed,4 month,No,120.0,False,154,T0101,,,True,True,3.0,5.0,1.0,1.0,3.0,5.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2206,2022-09-01,2023-08-26,2021-08-27,2022-08-26,0.0,2000.0,,2000.0,Renewed,11 mo 26 day,No,356.0,False,155,T0070,10.88,4.0,True,True,3.0,5.0,1.0,1.0,1.0,8.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2407,2022-09-01,2023-08-26,,,,1350.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,156,T0102,,,True,True,3.0,,,,,1.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1101,2022-09-01,2023-08-26,2021-11-01,2022-08-26,0.0,1520.0,,1520.0,Renewed,11 mo 26 day,No,356.0,False,157,T0103,,,True,True,3.0,5.0,1.0,1.0,1.0,13.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
1202,2022-09-01,2023-08-26,2022-01-27,2022-08-26,1260.0,1480.0,17.46,220.0,Renewed,11 mo 26 day,No,356.0,False,158,T0104,,,True,False,3.0,,,,,5.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
2406,2022-09-01,2024-01-27,2022-02-01,2023-01-26,0.0,0.0,,0.0,Renewed,16 mo 27 day,Yes,507.0,False,159,T0105,,,True,True,3.0,,,,,7.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1503,2022-09-27,2023-09-26,2021-10-08,2022-09-26,1815.0,1875.0,3.31,60.0,Renewed,12 month,No,360.0,False,160,T0106,,,True,True,3.0,5.0,1.0,1.0,1.0,7.0,17.142857142857142,0.0,Unit Type 12,2.0,1.0,925.0
1504,2022-09-27,2023-03-26,2022-03-27,2022-09-26,0.0,1850.0,,1850.0,Renewed,6 month,No,180.0,False,161,T0074,,,True,True,3.0,,,,,4.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1806,2022-09-27,2023-09-26,2021-09-10,2022-09-26,1965.0,2065.0,5.09,100.0,Renewed,12 month,No,360.0,False,162,T0107,,,False,False,2.0,5.0,1.0,1.0,1.0,16.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2305,2022-09-27,2023-05-14,2021-08-20,2022-09-26,1890.0,1890.0,0.0,0.0,Renewed,7 mo 18 day,No,228.0,False,163,T0108,,,True,True,3.0,5.0,1.0,1.0,1.0,16.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2306,2022-09-27,2022-10-26,2022-08-27,2022-09-26,2100.0,2100.0,0.0,0.0,Renewed,1 month,No,30.0,False,164,T0012,,,False,False,2.0,4.5,0.875,0.75,8.0,22.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1102,2022-09-27,2023-09-26,2021-11-01,2022-09-26,1444.0,1505.0,4.22,61.0,Renewed,12 month,No,360.0,False,165,T0109,,,True,True,3.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1407,2022-10-01,2023-09-30,2021-09-15,2022-09-30,1625.0,1655.0,1.85,30.0,Renewed,12 month,No,360.0,False,166,T0038,,,,,,,,,,8.0,0.0,0.0,Unit Type 6,1.0,1.0,620.0
1407,2022-10-01,,2021-09-15,2022-09-30,1625.0,1655.0,1.85,30.0,Did Not Renew,Month To Month,No,,True,167,T0038,,,,,,,,,,8.0,0.0,0.0,Unit Type 6,1.0,1.0,620.0
1803,2022-10-01,2023-03-31,2021-10-14,,1830.0,1898.0,3.72,68.0,Renewed,6 month,No,180.0,False,168,T0024,,,True,True,4.0,,,,,40.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1223,2022-10-01,2023-03-31,2022-03-14,2022-09-30,1250.0,1350.0,8.0,100.0,Renewed,6 month,No,180.0,False,169,T0110,,,False,False,3.0,,,,,4.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1109,2022-10-15,2023-10-14,2021-11-05,2022-10-14,1970.0,1975.0,0.25,5.0,Renewed,12 month,No,360.0,False,170,T0111,,,True,True,3.0,,,,,11.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1404,2022-10-27,2023-10-26,2020-10-27,2022-10-26,2275.35,2280.0,0.2,4.65,Renewed,12 month,No,360.0,False,171,T0036,0.0,7.0,True,True,2.0,4.428571428571429,0.8571428571428571,0.8571428571428571,7.0,44.0,0.0,0.0,Unit Type 14,2.0,1.0,926.0
1902,2022-10-27,2023-10-26,2021-10-12,2022-10-26,0.0,1330.0,,1330.0,Renewed,12 month,No,360.0,False,172,T0112,,,True,True,3.0,,,,,1.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2103,2022-10-27,2023-10-26,2021-11-05,2022-10-26,1878.0,2078.0,10.65,200.0,Renewed,12 month,No,360.0,False,173,T0113,,,True,True,3.0,,,,,15.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2106,2022-10-27,2023-10-26,2021-10-27,2022-10-26,0.0,2215.0,,2215.0,Renewed,12 month,No,360.0,False,174,T0035,,,True,True,3.0,5.0,1.0,1.0,1.0,15.0,6.333333333333333,0.0,Unit Type 13,2.0,1.0,925.0
2203,2022-10-27,2023-10-26,2021-11-01,2022-10-26,1878.0,2078.0,10.65,200.0,Renewed,12 month,No,360.0,False,175,T0009,,,True,False,3.0,5.0,0.8333333333333334,1.0,6.0,31.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2306,2022-10-27,2023-07-26,2022-09-27,2022-10-26,2100.0,2100.0,0.0,0.0,Renewed,9 month,No,270.0,False,176,T0012,,,False,False,2.0,4.5,0.875,0.75,8.0,22.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1107,2022-10-29,2023-10-28,2021-11-01,2022-10-28,0.0,1475.0,,1475.0,Renewed,12 month,No,360.0,False,177,T0114,,,True,True,3.0,,,,,10.0,0.0,0.0,Unit Type 8,1.0,1.0,755.0
1124,2022-10-29,2023-10-28,2021-11-02,2022-10-28,1495.0,1525.0,2.01,30.0,Renewed,12 month,No,360.0,False,178,T0115,8.77,0.0,True,True,1.0,,,,,13.0,0.0,0.0,Unit Type 7,1.0,1.0,745.0
1206,2022-10-31,2023-10-30,2022-01-22,2022-10-30,1483.0,1545.0,4.18,62.0,Renewed,12 month,No,360.0,False,179,T0116,,,False,False,3.0,,,,,2.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
1506,2022-11-01,2023-10-31,2022-08-01,2022-10-31,2100.0,2100.0,0.0,0.0,Did Not Renew,12 month,No,360.0,False,180,T0095,,,True,False,3.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1506,2022-11-01,,2022-08-01,2022-10-31,2100.0,2100.0,0.0,0.0,Month To Month,Month To Month,No,,True,181,T0095,,,True,False,3.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2503,2022-11-01,2023-10-31,,,,2100.0,,,Did Not Renew,12 month,No,360.0,False,182,T0077,,,True,True,3.0,,,,,10.0,12.0,0.0,Unit Type 12,2.0,1.0,925.0
1506,2022-12-01,2023-05-31,2022-11-01,,2100.0,2175.0,3.57,75.0,Renewed,6 month,No,180.0,False,183,T0095,,,True,False,3.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1106,2022-12-01,2023-11-30,2021-12-04,2022-11-30,1435.0,1535.0,6.97,100.0,Renewed,12 month,No,360.0,False,184,T0117,,,True,True,3.0,,,,,6.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
2005,2023-01-01,2023-04-26,2022-09-01,2022-12-31,1900.0,2050.0,7.89,150.0,Renewed,3 mo 26 day,No,116.0,False,185,T0101,,,True,True,3.0,4.0,0.6,0.6,5.0,9.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1905,2023-01-27,2024-01-26,2022-01-07,2023-01-26,1860.0,1925.0,3.49,65.0,Renewed,12 month,No,360.0,False,186,T0118,,,True,True,3.0,5.0,1.0,1.0,2.0,10.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2204,2023-01-27,2024-01-26,2022-02-04,2023-01-26,1880.0,1955.0,3.99,75.0,Renewed,12 month,No,360.0,False,187,T0119,11.47,1.0,False,False,3.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1203,2023-01-27,2024-01-26,2021-09-15,2023-01-26,0.0,1580.0,,1580.0,Renewed,12 month,No,360.0,False,188,T0120,9.18,0.0,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1204,2023-01-27,2024-01-26,2022-02-01,2023-01-26,1475.0,1580.0,7.12,105.0,Renewed,12 month,No,360.0,False,189,T0121,9.18,0.0,False,False,3.0,,,,,4.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
2406,2023-01-28,2024-01-27,2022-09-01,2023-01-27,2398.0,2398.0,0.0,0.0,Renewed,12 month,No,360.0,False,190,T0105,,,True,True,3.0,,,,,7.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1707,2023-02-02,2024-04-26,2022-08-02,2023-07-26,0.0,0.0,,0.0,Renewed,14 mo 25 day,Yes,445.0,False,191,T0122,,,False,False,3.0,,,,,9.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2302,2023-02-27,2024-02-26,,,,1500.0,,,Did Not Renew,12 month,No,360.0,False,192,T0123,,,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1120,2023-02-27,2024-02-26,2022-03-01,2023-02-26,1250.0,1630.0,30.4,380.0,Renewed,12 month,No,360.0,False,193,T0124,,,True,True,3.0,,,,,11.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1222,2023-02-27,2024-02-26,2022-02-25,2023-02-26,1310.0,1690.0,29.01,380.0,Renewed,12 month,No,360.0,False,194,T0125,,,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1405,2023-03-27,2024-03-26,,,,2600.0,,,Did Not Renew,12 month,No,360.0,False,195,T0044,,,True,True,4.0,4.4,0.8,0.8,10.0,33.0,0.0,0.0,Unit Type 14,2.0,1.0,926.0
1505,2023-03-27,2025-03-26,2022-04-01,2023-03-26,1690.0,1932.0,14.32,242.0,Renewed,24 month,No,720.0,False,196,T0045,11.47,0.0,True,True,3.0,5.0,1.0,1.0,7.0,29.0,3.9655172413793105,0.0,Unit Type 15,2.0,1.0,975.0
1802,2023-03-27,2024-03-26,2022-03-30,2023-03-26,1290.0,1630.0,26.36,340.0,Renewed,12 month,No,360.0,False,197,T0126,153.37,0.0,True,True,3.0,,,,,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2104,2023-03-27,2024-03-26,2022-04-07,2023-03-26,1880.0,2055.0,9.31,175.0,Renewed,12 month,No,360.0,False,198,T0127,,,False,False,3.0,,,,,2.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2303,2023-03-27,2024-03-26,,,,2380.0,,,Did Not Renew,12 month,No,360.0,False,199,T0128,,,False,False,2.0,,,,,15.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1117,2023-03-27,2023-04-26,2022-03-18,2023-03-26,1250.0,1630.0,30.4,380.0,Renewed,1 month,No,30.0,False,200,T0129,,,True,True,3.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1205,2023-03-27,2024-03-26,2022-04-09,2023-03-26,1475.0,1625.0,10.17,150.0,Renewed,12 month,No,360.0,False,201,T0130,9.18,0.0,False,False,3.0,,,,,8.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1224,2023-03-27,2024-03-26,,,,1800.0,,,Did Not Renew,12 month,No,360.0,False,202,T0131,,,True,False,4.0,,,,,15.0,0.0,0.0,Unit Type 7,1.0,1.0,745.0
1210,2023-04-01,2024-03-31,,,,1955.0,,,Did Not Renew,12 month,No,360.0,False,203,T0132,,,False,False,3.0,,,,,5.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1215,2023-04-01,2024-03-31,2022-03-31,2023-03-31,1295.0,1600.0,23.55,305.0,Renewed,12 month,No,360.0,False,204,T0133,,,True,True,3.0,,,,,1.0,0.0,0.0,Unit Type 2,1.0,1.0,580.0
1907,2023-04-27,2025-04-26,2022-05-01,2023-04-26,1355.0,1492.0,10.11,137.0,Renewed,24 month,No,720.0,False,205,T0011,0.0,0.0,True,True,3.0,,,,,34.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2005,2023-04-27,2023-08-31,2023-01-01,2023-04-26,2050.0,2200.0,7.32,150.0,Renewed,4 mo 5 day,No,125.0,False,206,T0101,,,True,True,3.0,4.0,0.6,0.6,5.0,10.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2007,2023-04-27,2024-04-26,2022-05-01,2023-04-26,1265.0,1447.0,14.39,182.0,Renewed,12 month,No,360.0,False,207,T0051,7.3,2.0,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2402,2023-04-27,2024-04-26,,,,1680.0,,,Did Not Renew,12 month,No,360.0,False,208,T0083,,,False,False,3.0,,,,,7.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2505,2023-04-27,2024-04-26,2022-05-01,2023-04-26,1835.0,2085.0,13.62,250.0,Renewed,12 month,No,360.0,False,209,T0053,,,True,True,2.0,,,,,8.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1114,2023-04-27,2024-04-26,2022-04-30,2023-04-26,1325.0,1630.0,23.02,305.0,Renewed,12 month,No,360.0,False,210,T0134,,,True,True,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,Unit Type 4,1.0,1.0,610.0
1118,2023-04-27,2024-04-26,2022-05-01,2023-04-26,1250.0,1630.0,30.4,380.0,Renewed,12 month,No,360.0,False,211,T0135,,,True,True,2.0,,,,,12.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1220,2023-04-30,2023-07-29,2022-04-30,2023-04-29,1250.0,1440.0,15.2,190.0,Renewed,3 month,No,90.0,False,212,T0136,,,True,True,3.0,,,,,4.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
2405,2023-05-10,2023-07-31,2022-05-10,2023-05-09,1920.0,1920.0,0.0,0.0,Renewed,2 mo 22 day,No,82.0,False,213,T0137,,,True,True,4.0,,,,,8.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1604,2023-05-27,2024-05-26,,,,2200.0,,,Did Not Renew,12 month,No,360.0,False,214,T0086,,,False,False,3.0,,,,,15.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1702,2023-05-27,2024-05-26,,,,1630.0,,,Did Not Renew,12 month,No,360.0,False,215,T0087,,,True,True,3.0,5.0,1.0,1.0,4.0,15.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1705,2023-05-27,2024-05-26,2022-06-06,2023-05-26,1860.0,2030.0,9.14,170.0,Renewed,12 month,No,360.0,False,216,T0138,,,True,True,3.0,,,,,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1903,2023-05-27,2024-05-26,2022-06-01,2023-05-26,2060.0,2195.0,6.55,135.0,Renewed,12 month,No,360.0,False,217,T0015,0.0,2.0,False,False,3.0,1.0,0.0,0.0,1.0,24.0,5.0,0.0,Unit Type 12,2.0,1.0,925.0
1904,2023-05-27,2024-01-26,2022-06-01,2023-05-26,1865.0,2050.0,9.92,185.0,Renewed,8 month,No,240.0,False,218,T0088,,,False,False,3.0,,,,,14.0,6.785714285714286,0.0,Unit Type 15,2.0,1.0,975.0
2002,2023-05-27,2024-05-26,2022-06-01,2023-05-26,1510.0,1630.0,7.95,120.0,Renewed,12 month,No,360.0,False,219,T0056,,,True,True,3.0,,,,,2.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
