Unit Name,Lease Start,Lease End,Previous Lease Start,Previous Lease End,Previous Rent,Rent,Percent Difference,Dollar Difference,Status,Term,Tenant Transfer,Term_Days,Is_Month_To_Month,row_id,tenant_id,current_past_due,current_late_count,ever_conditions_applied,ever_overridden,screening_count,avg_satisfaction,resolved_rate,timely_rate,survey_count,work_order_count,avg_work_order_amount,resident_requested_count,Unit Type,bedrooms,bathrooms,sqft
2404,2023-05-27,2024-05-26,2022-06-01,2023-05-26,1750.0,2000.0,14.29,250.0,Renewed,12 month,No,360.0,False,220,T0058,9.12,0.0,True,True,3.0,5.0,1.0,1.0,2.0,12.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1208,2023-05-27,2023-11-26,2022-05-20,2023-05-26,0.0,1930.0,,1930.0,Renewed,6 month,No,180.0,False,221,T0139,,,True,True,3.0,,,,,18.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1224,2023-05-29,2025-05-28,2023-05-29,2024-05-28,0.0,0.0,,0.0,Renewed,24 month,Yes,720.0,False,222,T0140,,,True,True,1.0,,,,,,,,Unit Type 7,1.0,1.0,745.0
1115,2023-06-16,2024-06-15,2022-06-16,2023-06-15,1295.0,1425.0,10.04,130.0,Renewed,12 month,No,360.0,False,223,T0141,,,True,True,3.0,,,,,10.0,0.0,0.0,Unit Type 2,1.0,1.0,580.0
2307,2023-06-23,2024-06-22,2022-06-22,2023-06-22,1330.0,1495.0,12.41,165.0,Renewed,12 month,No,360.0,False,224,T0142,,,False,False,3.0,,,,,6.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1606,2023-06-27,2024-06-26,2022-07-01,2023-06-26,2005.0,2300.0,14.71,295.0,Renewed,12 month,No,360.0,False,225,T0143,10.88,0.0,True,True,3.0,,,,,5.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1805,2023-06-27,2024-01-26,2022-07-01,2023-06-26,1860.0,2100.0,12.9,240.0,Renewed,7 month,No,210.0,False,226,T0089,0.0,0.0,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1901,2023-06-27,2024-06-26,2022-07-02,2023-06-26,1348.0,1570.0,16.47,222.0,Renewed,12 month,No,360.0,False,227,T0144,,,True,True,2.0,,,,,4.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
2006,2023-06-27,2024-06-26,2022-07-01,2023-06-26,1975.0,2300.0,16.46,325.0,Renewed,12 month,No,360.0,False,228,T0054,,,True,True,3.0,,,,,23.0,38.65217391304348,0.0,Unit Type 13,2.0,1.0,925.0
2102,2023-06-27,2024-06-26,,,,1660.0,,,Did Not Renew,12 month,No,360.0,False,229,T0091,,,True,False,3.0,,,,,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2102,2023-06-27,,,,,1300.0,,,Did Not Renew,Month To Month,No,,True,230,T0091,,,True,False,3.0,,,,,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2304,2023-06-27,2024-06-26,,,,2230.0,,,Did Not Renew,12 month,No,360.0,False,231,T0145,,,True,True,3.0,5.0,1.0,1.0,1.0,9.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2401,2023-06-27,2024-06-26,2022-07-01,2023-06-26,1400.0,1470.0,5.0,70.0,Renewed,12 month,No,360.0,False,232,T0020,,,True,True,2.0,5.0,1.0,1.0,1.0,25.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
2401,2023-06-27,,2022-07-01,2023-06-26,1400.0,1400.0,0.0,0.0,Did Not Renew,Month To Month,No,,True,233,T0020,,,True,True,2.0,5.0,1.0,1.0,1.0,25.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1103,2023-06-27,2024-06-26,2023-04-01,2023-06-26,1475.0,1695.0,14.92,220.0,Renewed,12 month,No,360.0,False,234,T0146,,,False,False,3.0,,,,,1.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1122,2023-06-27,2024-06-26,,,,1690.0,,,Did Not Renew,12 month,No,360.0,False,235,T0093,,,False,False,3.0,,,,,31.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1219,2023-06-27,2023-08-26,2022-06-15,2023-06-26,1365.0,1425.0,4.4,60.0,Renewed,2 month,No,60.0,False,236,T0147,,,True,True,3.0,,,,,2.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
2501,2023-07-08,2024-07-07,,,,1695.0,,,Did Not Renew,12 month,No,360.0,False,237,T0148,,,True,True,3.0,5.0,1.0,1.0,1.0,9.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1601,2023-07-27,2024-07-26,,,,1420.0,,,Did Not Renew,12 month,No,360.0,False,238,T0096,,,True,False,3.0,5.0,1.0,1.0,1.0,12.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1607,2023-07-27,2024-07-26,2022-08-02,2023-07-26,1300.0,1445.0,11.15,145.0,Renewed,12 month,No,360.0,False,239,T0149,,,True,True,3.0,,,,,4.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1707,2023-07-27,2024-04-26,2023-02-02,2023-07-26,1530.0,1530.0,0.0,0.0,Renewed,9 month,No,270.0,False,240,T0122,,,False,False,3.0,,,,,15.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2306,2023-07-27,2023-10-31,2022-10-27,2023-07-26,2100.0,2100.0,0.0,0.0,Renewed,3 mo 5 day,No,95.0,False,241,T0012,,,False,False,2.0,4.555555555555555,0.8888888888888888,0.7777777777777778,9.0,24.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1201,2023-07-27,2024-07-26,,,,1820.0,,,Did Not Renew,12 month,No,360.0,False,242,T0150,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
1201,2023-07-27,2024-07-26,2022-08-01,2023-07-26,1515.0,1820.0,20.13,305.0,Renewed,12 month,No,360.0,False,243,T0150,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
1214,2023-07-27,2024-07-26,,,,1630.0,,,Did Not Renew,12 month,No,360.0,False,244,T0151,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 4,1.0,1.0,610.0
2205,2023-08-01,2024-05-31,2022-07-27,2023-07-31,1850.0,2100.0,13.51,250.0,Renewed,10 month,No,300.0,False,245,T0094,,,True,False,4.0,,,,,31.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1801,2023-08-12,2024-08-11,2022-08-12,2023-08-11,1378.0,1420.0,3.05,42.0,Renewed,12 month,No,360.0,False,246,T0152,,,False,False,3.0,,,,,3.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1406,2023-08-27,2024-08-26,2022-09-01,2023-08-26,2305.0,2555.0,10.85,250.0,Renewed,12 month,No,360.0,False,247,T0030,11.48,0.0,True,True,3.0,5.0,1.0,1.0,1.0,42.0,0.0,0.0,Unit Type 16,2.0,1.0,976.0
1703,2023-08-27,2025-08-26,2021-08-27,2023-08-26,0.0,2080.0,,2080.0,Renewed,24 month,No,720.0,False,248,T0028,10.88,9.0,True,True,3.0,5.0,1.0,1.0,4.0,24.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1706,2023-08-27,2024-08-26,2022-09-01,2023-08-26,2000.0,2200.0,10.0,200.0,Renewed,12 month,No,360.0,False,249,T0100,,,True,True,3.0,,,,,14.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1804,2023-08-27,2024-08-26,2022-09-01,2023-08-26,1850.0,2100.0,13.51,250.0,Renewed,12 month,No,360.0,False,250,T0031,11.47,0.0,False,False,3.0,5.0,1.0,1.0,2.0,7.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1906,2023-08-27,2024-08-26,2022-09-01,2023-08-26,2170.0,2200.0,1.38,30.0,Renewed,12 month,No,360.0,False,251,T0153,2404.24,1.0,True,True,3.0,5.0,1.0,1.0,1.0,8.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2206,2023-08-27,2024-08-26,2022-09-01,2023-08-26,2000.0,2200.0,10.0,200.0,Renewed,12 month,No,360.0,False,252,T0070,10.88,4.0,True,True,3.0,5.0,1.0,1.0,1.0,11.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2506,2023-08-27,2024-08-26,2022-08-19,2023-08-26,2180.0,2430.0,11.47,250.0,Renewed,12 month,No,360.0,False,253,T0099,10.88,0.0,True,False,2.0,,,,,9.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1101,2023-08-27,2024-08-26,2022-09-01,2023-08-26,1520.0,1670.0,9.87,150.0,Renewed,12 month,No,360.0,False,254,T0103,,,True,True,3.0,5.0,1.0,1.0,1.0,16.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
1402,2023-09-01,2024-08-31,,,,2230.0,,,Did Not Renew,12 month,No,360.0,False,255,T0032,,,True,True,3.0,,,,,12.0,0.0,0.0,Unit Type 9,2.0,1.0,775.0
2005,2023-09-01,2024-02-29,2023-04-27,2023-08-31,0.0,2200.0,,2200.0,Renewed,6 month,No,180.0,False,256,T0101,,,True,True,3.0,4.0,0.6,0.6,5.0,10.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2403,2023-09-03,2024-09-02,2022-09-03,2023-09-02,1918.0,2168.0,13.03,250.0,Renewed,12 month,No,360.0,False,257,T0154,,,True,True,3.0,,,,,22.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2407,2023-09-07,2024-09-06,2022-09-07,2023-09-06,1380.0,1540.0,11.59,160.0,Renewed,12 month,No,360.0,False,258,T0155,,,True,True,3.0,,,,,5.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1110,2023-09-17,2024-09-16,2022-09-17,2023-09-16,1955.0,1955.0,0.0,0.0,Renewed,12 month,No,360.0,False,259,T0156,,,True,True,3.0,,,,,5.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1211,2023-09-17,2024-05-31,2022-09-17,2023-09-16,1930.0,1930.0,0.0,0.0,Renewed,8 mo 15 day,No,255.0,False,260,T0157,,,True,True,3.0,,,,,7.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1213,2023-09-17,2024-09-16,2022-09-17,2023-09-16,1930.0,1930.0,0.0,0.0,Renewed,12 month,No,360.0,False,261,T0158,,,True,True,3.0,5.0,1.0,1.0,2.0,5.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1216,2023-09-17,2024-09-16,2022-09-17,2023-09-16,1380.0,1425.0,3.26,45.0,Renewed,12 month,No,360.0,False,262,T0159,,,True,True,3.0,,,,,5.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
2103,2023-09-23,2025-09-26,2023-02-27,2024-02-26,0.0,0.0,,0.0,Renewed,24 mo 4 day,Yes,724.0,False,263,T0125,,,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1503,2023-09-27,2024-09-26,2022-09-27,2023-09-26,0.0,2075.0,,2075.0,Renewed,12 month,No,360.0,False,264,T0106,,,True,True,3.0,5.0,1.0,1.0,4.0,14.0,8.571428571428571,0.0,Unit Type 12,2.0,1.0,925.0
1806,2023-09-27,2024-09-26,,,,2200.0,,,Did Not Renew,12 month,No,360.0,False,265,T0107,,,False,False,2.0,5.0,1.0,1.0,1.0,23.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
2202,2023-09-27,2024-09-26,2022-10-01,2023-09-26,1385.0,1520.0,9.75,135.0,Renewed,12 month,No,360.0,False,266,T0160,,,True,True,3.0,,,,,5.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1209,2023-09-27,2024-09-26,2022-10-01,2023-09-26,0.0,1955.0,,1955.0,Renewed,12 month,No,360.0,False,267,T0161,,,False,False,3.0,,,,,12.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1407,2023-10-01,2024-09-30,2022-10-01,2023-09-30,1655.0,2120.0,28.1,465.0,Renewed,12 month,No,360.0,False,268,T0038,,,,,,,,,,11.0,0.0,0.0,Unit Type 6,1.0,1.0,620.0
1207,2023-10-04,2024-10-03,2022-10-04,2023-10-03,1550.0,1750.0,12.9,200.0,Renewed,12 month,No,360.0,False,269,T0162,,,True,True,3.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,Unit Type 8,1.0,1.0,755.0
2207,2023-10-07,2024-10-06,2022-10-07,2023-10-06,1460.0,1520.0,4.11,60.0,Renewed,12 month,No,360.0,False,270,T0163,0.0,3.0,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1102,2023-10-07,2024-09-26,2023-01-28,2024-01-27,0.0,0.0,,0.0,Renewed,11 mo 20 day,Yes,350.0,False,271,T0105,,,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
2201,2023-10-22,2024-10-21,2022-10-22,2023-10-21,1483.0,1500.0,1.15,17.0,Renewed,12 month,No,360.0,False,272,T0164,,,True,True,3.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1113,2023-10-24,2024-10-23,2022-10-24,2023-10-23,1930.0,1930.0,0.0,0.0,Renewed,12 month,No,360.0,False,273,T0165,,,False,False,3.0,,,,,7.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1404,2023-10-27,2024-10-26,2022-10-27,2023-10-26,0.0,2480.0,,2480.0,Renewed,12 month,No,360.0,False,274,T0036,0.0,7.0,True,True,2.0,4.428571428571429,0.8571428571428571,0.8571428571428571,7.0,45.0,0.0,0.0,Unit Type 14,2.0,1.0,926.0
1404,2023-10-27,2025-10-26,2022-10-27,2023-10-26,0.0,2480.0,,2480.0,Did Not Renew,24 month,No,720.0,False,275,T0036,0.0,7.0,True,True,2.0,4.428571428571429,0.8571428571428571,0.8571428571428571,7.0,45.0,0.0,0.0,Unit Type 14,2.0,1.0,926.0
1902,2023-10-27,2024-10-26,2022-10-27,2023-10-26,1260.0,1490.0,18.25,230.0,Renewed,12 month,No,360.0,False,276,T0112,,,True,True,3.0,,,,,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2203,2023-10-27,2024-10-26,2022-10-27,2023-10-26,0.0,2280.0,,2280.0,Did Not Renew,12 month,No,360.0,False,277,T0009,,,True,False,3.0,5.0,0.8333333333333334,1.0,6.0,35.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2203,2023-10-27,2025-10-26,2022-10-27,2023-10-26,0.0,2280.0,,2280.0,Renewed,24 month,No,720.0,False,278,T0009,,,True,False,3.0,5.0,0.8333333333333334,1.0,6.0,35.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2504,2023-10-27,2024-10-26,2022-10-31,2023-10-26,2100.0,2275.0,8.33,175.0,Renewed,12 month,No,360.0,False,279,T0166,7.3,1.0,True,True,3.0,3.0,0.5,0.5,4.0,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1217,2023-10-27,2024-01-26,2022-10-27,2023-10-26,0.0,1425.0,,1425.0,Renewed,3 month,No,90.0,False,280,T0167,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1217,2023-10-27,2024-10-26,2022-10-27,2023-10-26,0.0,1425.0,,1425.0,Did Not Renew,12 month,No,360.0,False,281,T0167,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1217,2023-10-27,2024-04-26,2023-10-27,2024-01-26,0.0,1425.0,,1425.0,Renewed,6 month,No,180.0,False,282,T0167,,,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1107,2023-10-29,2024-10-28,2022-10-29,2023-10-28,1475.0,1620.0,9.83,145.0,Renewed,12 month,No,360.0,False,283,T0114,,,True,True,3.0,,,,,17.0,0.0,0.0,Unit Type 8,1.0,1.0,755.0
1124,2023-10-29,2025-10-28,2022-10-29,2023-10-28,0.0,1635.0,,1635.0,Renewed,24 month,No,720.0,False,284,T0115,8.77,0.0,True,True,1.0,,,,,17.0,0.0,0.0,Unit Type 7,1.0,1.0,745.0
1206,2023-10-31,2024-10-30,2022-10-31,2023-10-30,0.0,1695.0,,1695.0,Renewed,12 month,No,360.0,False,285,T0116,,,False,False,3.0,,,,,4.0,0.0,0.0,Unit Type 11,1.0,1.0,870.0
2306,2023-11-01,2024-10-31,2023-07-27,2023-10-31,2100.0,2280.0,8.57,180.0,Renewed,12 month,No,360.0,False,286,T0012,,,False,False,2.0,4.6,0.9,0.8,10.0,25.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1602,2023-11-07,2024-11-06,2022-11-07,2023-11-06,1430.0,1450.0,1.4,20.0,Renewed,12 month,No,360.0,False,287,T0168,,,False,True,3.0,,,,,14.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2004,2023-11-08,2024-11-07,2023-05-08,2023-11-07,2075.0,2075.0,0.0,0.0,Renewed,12 month,No,360.0,False,288,T0169,,,True,True,4.0,,,,,8.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1603,2023-11-14,2024-11-13,2023-05-13,2023-11-13,2200.0,2200.0,0.0,0.0,Renewed,12 month,No,360.0,False,289,T0170,,,True,True,3.0,,,,,16.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2503,2023-11-28,2026-11-26,2023-06-27,2024-01-26,0.0,2400.0,,2400.0,Renewed,35 mo 30 day,Yes,1080.0,False,290,T0089,0.0,0.0,True,True,3.0,,,,,14.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
2107,2023-12-15,2024-06-14,2022-12-15,2023-12-14,1660.0,1660.0,0.0,0.0,Renewed,6 month,No,180.0,False,291,T0171,,,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1807,2023-12-24,2024-12-23,2022-12-24,2023-12-23,1630.0,1490.0,-8.59,-140.0,Renewed,12 month,No,360.0,False,292,T0172,,,True,True,3.0,,,,,12.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1210,2024-01-07,2025-01-06,2023-04-07,2024-01-06,1955.0,1955.0,0.0,0.0,Renewed,12 month,No,360.0,False,293,T0173,,,False,False,2.0,,,,,8.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1210,2024-01-07,2024-07-06,2023-04-07,2024-01-06,1955.0,1955.0,0.0,0.0,Did Not Renew,6 month,No,180.0,False,294,T0173,,,False,False,2.0,,,,,8.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1402,2024-01-12,2025-03-26,2023-10-18,2024-10-26,0.0,0.0,,0.0,Renewed,14 mo 15 day,Yes,435.0,False,295,T0174,,,True,True,3.0,,,,,2.0,0.0,0.0,Unit Type 9,2.0,1.0,775.0
1108,2024-01-15,2025-01-14,2023-01-15,2024-01-14,2003.0,2003.0,0.0,0.0,Renewed,12 month,No,360.0,False,296,T0175,,,True,True,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1108,2024-01-15,2024-07-14,2023-01-15,2024-01-14,2003.0,2003.0,0.0,0.0,Did Not Renew,6 month,No,180.0,False,297,T0175,,,True,True,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
2204,2024-01-27,2025-01-26,2023-01-27,2024-01-26,1880.0,2130.0,13.3,250.0,Did Not Renew,12 month,No,360.0,False,298,T0119,11.47,1.0,False,False,3.0,5.0,1.0,1.0,4.0,5.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2204,2024-01-27,2024-07-26,2023-01-27,2024-01-26,1880.0,1955.0,3.99,75.0,Renewed,6 month,No,180.0,False,299,T0119,11.47,1.0,False,False,3.0,5.0,1.0,1.0,4.0,5.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1203,2024-01-27,2026-01-26,2023-01-27,2024-01-26,1475.0,1795.0,21.69,320.0,Renewed,24 month,No,720.0,False,300,T0120,9.18,0.0,True,True,3.0,,,,,9.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1204,2024-01-27,2025-01-26,2022-11-01,2024-01-26,1475.0,1795.0,21.69,320.0,Did Not Renew,12 month,No,360.0,False,301,T0121,9.18,0.0,False,False,3.0,,,,,5.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1204,2024-01-27,2024-07-26,2022-11-01,2024-01-26,1475.0,1795.0,21.69,320.0,Renewed,6 month,No,180.0,False,302,T0121,9.18,0.0,False,False,3.0,,,,,5.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
2106,2024-02-01,2025-01-26,2023-04-27,2024-04-26,0.0,0.0,,0.0,Renewed,11 mo 26 day,Yes,356.0,False,303,T0134,,,True,True,3.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1501,2024-02-24,2025-02-23,2023-02-24,2024-02-23,1545.0,1545.0,0.0,0.0,Did Not Renew,12 month,No,360.0,False,304,T0176,-1564.7,0.0,True,True,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1501,2024-02-24,2024-08-23,2023-02-24,2024-02-23,1545.0,1545.0,0.0,0.0,Renewed,6 month,No,180.0,False,305,T0176,-1564.7,0.0,True,True,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,Unit Type 1,1.0,1.0,580.0
1120,2024-02-27,2025-02-26,,,,1425.0,,,Did Not Renew,12 month,No,360.0,False,306,T0124,,,True,True,3.0,,,,,16.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1120,2024-02-27,2024-08-26,,,,1425.0,,,Did Not Renew,6 month,No,180.0,False,307,T0124,,,True,True,3.0,,,,,16.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
2005,2024-03-01,2025-02-28,2023-09-01,2024-02-29,2200.0,2200.0,0.0,0.0,Did Not Renew,12 month,No,360.0,False,308,T0101,,,True,True,3.0,3.8333333333333335,0.6666666666666666,0.5,6.0,12.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
2005,2024-03-01,2024-08-31,2023-09-01,2024-02-29,2200.0,2200.0,0.0,0.0,Renewed,6 month,No,180.0,False,309,T0101,,,True,True,3.0,3.8333333333333335,0.6666666666666666,0.5,6.0,12.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1403,2024-03-08,2025-03-07,,,,2785.0,,,Did Not Renew,12 month,No,360.0,False,310,T0177,,,False,False,3.0,1.0,0.0,0.0,1.0,27.0,0.0,0.0,Unit Type 16,2.0,1.0,976.0
1502,2024-03-27,2026-03-26,2023-04-01,2024-03-26,1605.0,1605.0,0.0,0.0,Renewed,24 month,No,720.0,False,311,T0178,0.0,1.0,True,True,3.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
1802,2024-03-27,2025-03-26,2023-03-27,2024-03-26,1290.0,1630.0,26.36,340.0,Renewed,12 month,No,360.0,False,312,T0126,153.37,0.0,True,True,3.0,,,,,6.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2104,2024-03-27,,2023-03-27,2024-03-26,1880.0,2130.0,13.3,250.0,Month To Month,Month To Month,No,,True,313,T0127,,,False,False,3.0,,,,,6.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1205,2024-03-27,2025-03-26,2023-03-27,2024-03-26,0.0,1710.0,,1710.0,Renewed,12 month,No,360.0,False,314,T0130,9.18,0.0,False,False,3.0,,,,,11.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1205,2024-03-27,2026-03-26,2023-03-27,2024-03-26,0.0,1710.0,,1710.0,Did Not Renew,24 month,No,720.0,False,315,T0130,9.18,0.0,False,False,3.0,,,,,11.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1215,2024-04-01,2025-03-31,,,,1600.0,,,Did Not Renew,12 month,No,360.0,False,316,T0133,,,True,True,3.0,,,,,4.0,0.0,0.0,Unit Type 2,1.0,1.0,580.0
1504,2024-04-02,2025-04-01,2023-04-02,2024-04-01,2175.0,2075.0,-4.6,-100.0,Renewed,12 month,No,360.0,False,317,T0179,,,True,False,3.0,,,,,5.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1405,2024-04-13,2025-03-01,2023-10-07,2024-09-30,0.0,0.0,,0.0,Renewed,10 mo 17 day,Yes,317.0,False,318,T0180,,,True,True,1.0,,,,,6.0,0.0,0.0,Unit Type 14,2.0,1.0,926.0
1202,2024-04-16,2025-04-26,2023-10-07,2024-09-26,0.0,0.0,,0.0,Renewed,12 mo 11 day,Yes,371.0,False,319,T0105,,,True,True,3.0,,,,,14.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1803,2024-04-22,2025-04-21,,,,2200.0,,,Did Not Renew,12 month,No,360.0,False,320,T0181,,,False,False,3.0,4.5,1.0,0.5,2.0,2.0,0.0,0.0,Unit Type 12,2.0,1.0,925.0
1112,2024-04-24,2025-04-23,2023-03-24,2024-04-23,1930.0,1930.0,0.0,0.0,Renewed,12 month,No,360.0,False,321,T0182,,,True,True,3.0,,,,,5.0,0.0,0.0,Unit Type 17,2.0,2.0,1020.0
1806,2024-04-26,2025-04-11,2023-05-27,2024-05-26,0.0,0.0,,0.0,Renewed,11 mo 17 day,Yes,347.0,False,322,T0058,9.12,0.0,True,True,3.0,5.0,1.0,1.0,3.0,13.0,0.0,0.0,Unit Type 13,2.0,1.0,925.0
1707,2024-04-27,2025-04-26,,,,1530.0,,,Did Not Renew,12 month,No,360.0,False,323,T0122,,,False,False,3.0,,,,,24.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2007,2024-04-27,2025-04-26,2023-04-27,2024-04-26,0.0,1490.0,,1490.0,Renewed,12 month,No,360.0,False,324,T0051,7.3,2.0,True,True,3.0,,,,,8.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2505,2024-04-27,2025-04-26,2023-04-27,2024-04-26,0.0,2160.0,,2160.0,Renewed,12 month,No,360.0,False,325,T0053,,,True,True,2.0,,,,,11.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1217,2024-04-27,2024-10-26,2023-10-27,2024-04-26,0.0,1425.0,,1425.0,Renewed,6 month,No,180.0,False,326,T0167,,,True,True,3.0,,,,,14.0,0.0,0.0,Unit Type 3,1.0,1.0,595.0
1218,2024-05-15,2026-05-26,2024-05-15,2025-05-26,1425.0,1425.0,0.0,0.0,Renewed,24 mo 12 day,Yes,732.0,False,327,T0183,,,True,True,3.0,,,,,,,,Unit Type 3,1.0,1.0,595.0
1105,2024-05-26,2025-05-25,2023-05-26,2024-05-25,1780.0,1795.0,0.84,15.0,Renewed,12 month,No,360.0,False,328,T0184,,,False,False,3.0,,,,,2.0,0.0,0.0,Unit Type 10,1.0,1.0,780.0
1903,2024-05-27,2025-05-26,2023-05-27,2024-05-26,0.0,2200.0,,2200.0,Renewed,12 month,No,360.0,False,329,T0015,0.0,2.0,False,False,3.0,1.0,0.0,0.0,1.0,30.0,4.0,0.0,Unit Type 12,2.0,1.0,925.0
2002,2024-05-27,2025-05-26,2023-05-27,2024-05-26,0.0,1630.0,,1630.0,Renewed,12 month,No,360.0,False,330,T0056,,,True,True,3.0,,,,,3.0,0.0,0.0,Unit Type 5,1.0,1.0,620.0
2305,2024-05-27,2025-05-26,2023-06-01,2024-05-26,2130.0,2130.0,0.0,0.0,Renewed,12 month,No,360.0,False,331,T0185,,,True,True,3.0,,,,,7.0,0.0,0.0,Unit Type 15,2.0,1.0,975.0
1224,2024-05-29,2025-05-28,2023-05-29,2024-05-28,1745.0,1745.0,0.0,0.0,Renewed,12 month,No,360.0,False,332,T0140,,,True,True,1.0,,,,,8.0,0.0,0.0,Unit Type 7,1.0,1.0,745.0
